NAICS,NAICS Description,Item,Tax Status,Employer Status,2012 Revenue,2011 Revenue,2010 Revenue,2012 Coefficient of Variation,2011 Coefficient of Variation,2010 Coefficient of Variation
54181,Advertising Agencies ,Sales promotion ,All Establishments ,Employer Firms ,980,"1,012",989,23.5,8.7,9.6
51913,Internet Publishing and Broadcasting and Web Search Portals6 ,Online advertising space ,All Establishments ,Employer Firms ,"30,770","26,248","22,523",2.7,3,2.6
5172,Wireless Telecommunications Carriers (except Satellite)3 ,Messaging (paging) services ,All Establishments ,Employer Firms ,"4,647","4,434","4,004",4.9,4.8,5.2
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ",Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,S,S,S,S,S,S
5417,Scientific Research and Development Services ,Investment and property income ,Establishments exempt from federal income tax ,Employer Firms ,"1,600","1,845","1,127",4,9.4,9
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ","Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"8,932","8,301","7,799",3.6,3.5,3.4
54181,Advertising Agencies ,Sales promotion ,All Establishments ,Employer Firms ,980,"1,012",989,23.5,8.7,9.6
71311,Amusement and Theme Parks ,Total operating revenue ,Establishments subject to federal income tax ,Employer Firms ,"14,021","13,283","12,197",1.1,1.1,0.6
6231,Nursing Care Facilities (Skilled Nursing Facilities)11 ,Other patient care revenue ,All Establishments ,Employer Firms ,"2,401","2,435","2,437",4.8,3.3,3.7
624,Social Assistance ,Program service ,All Establishments ,Employer Firms ,"83,133","80,836","78,170",3.4,3.1,2.5
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations12 ",Investment and property income ,All Establishments ,Employer Firms ,"19,957","15,183","20,002",6.4,7.5,7.3
56151,Travel Agencies ,Commissions or fees from lodging ,All Establishments ,Employer Firms ,"3,035","2,976","2,671",7,7.2,6.9
62132,Offices of Optometrists ,Investment and property income ,All Establishments ,Employer Firms ,12,S,S,12,S,S
5417,Scientific Research and Development Services ,Basic and applied research in engineering and technology ,Establishments subject to federal income tax ,Employer Firms ,"15,562","17,234","16,130",7.7,12,11
5121x ,Motion Picture and Video Production and Distribution1 ,Contract production of audiovisual works ,All Establishments ,Employer Firms ,"6,283","5,764","5,289",9.7,5.7,5.7
5174,Satellite Telecommunications ,Carrier services ,All Establishments ,Employer Firms ,"1,622","1,519","1,418",5.4,4.6,5.1
56151,Travel Agencies ,Commissions or fees from cruises ,All Establishments ,Employer Firms ,"1,333","1,244","1,201",14.5,13.4,15.4
54186,Direct Mail Advertising ,Other direct mail advertising services ,All Establishments ,Employer Firms ,342,375,376,13.3,11.2,12.1
5112,Software Publishers ,System software publishing - Database management software ,All Establishments ,Employer Firms ,"10,492","10,267","9,913",4.1,7,7.8
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ","Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,S,100,101,S,29.9,29.9
624,Social Assistance ,Investment and property income ,All Establishments ,Employer Firms ,"1,446","1,494","1,520",8.6,8.5,9.6
6211,Offices of Physicians ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,"1,862","1,497","1,485",17.2,17.2,20.9
51114,Directory and Mailing List Publishers ,Total operating revenue ,All Establishments ,Employer Firms ,"12,182","13,040","13,475",2.3,2.1,2.1
621498,All Other Outpatient Care Centers ,Other patient care revenue ,All Establishments ,Employer Firms ,"3,246","2,747","2,543",6.1,3.4,3.2
5171,Wired Telecommunications Carriers2 ,Premium programming package ,All Establishments ,Employer Firms ,"23,592","23,392","21,246",0.9,0.5,0.5
54131,Architectural Services ,Non-residential building projects ,All Establishments ,Employer Firms ,"17,799","17,903","17,626",7.6,6.8,6.3
51919,All Other Information Services ,Information services ,All Establishments ,Employer Firms ,350,281,272,9.7,9.6,7.7
51219,Postproduction Services and Other Motion Picture and Video Industries ,Audiovisual postproduction services ,All Establishments ,Employer Firms ,"3,456","3,478","3,167",3.9,4.4,4
71311,Amusement and Theme Parks ,Total operating revenue ,Establishments subject to federal income tax ,Employer Firms ,"14,021","13,283","12,197",1.1,1.1,0.6
51222,Integrated Record Production/Distribution ,Licensing revenue - Licensing of rights to use musical recordings ,All Establishments ,Employer Firms ,D,668,791,D,1,0.9
Z ,Absolute value is less than 0.05 ,,,,,,,,,
6231,Nursing Care Facilities (Skilled Nursing Facilities)11 ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"9,475","9,185","8,808",2.6,2.3,2.1
511199,All Other Publishers ,Sale of advertising space ,All Establishments ,Employer Firms ,439,436,456,17.4,14.3,13
5171,Wired Telecommunications Carriers2 ,Installation services for connections to program distribution networks ,All Establishments ,Employer Firms ,"1,323","1,115","1,104",20.1,21.4,21.2
62131,Offices of Chiropractors ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"3,429","3,146","3,041",2.9,2.4,2.3
5171,Wired Telecommunications Carriers2 ,Pay-per-view ,All Establishments ,Employer Firms ,"3,473","3,358","3,445",0.8,0.6,0.5
11,The industry name and description have been changed to reflect the 2012 NAICS manual in order to be consistent with industry nomenclature. ,,,,,,,,,
6216,Home Health Care Services ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"10,077","9,087","8,678",6.4,4.9,3.8
62131,Offices of Chiropractors ,All other non-patient care revenue ,All Establishments ,Employer Firms ,S,135,145,S,16.1,14.3
621391,Offices of Podiatrists ,Total operating revenue ,All Establishments ,Employer Firms ,"4,646","4,301","4,149",4.1,3.6,3.1
6233,Community Care Facilities for the Elderly ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"2,059","2,175","1,979",12.1,10.9,10.6
712,"Museums, Historical Sites, and Similar Institutions ",Program service ,Establishments exempt from federal income tax ,Employer Firms ,"3,670","3,497","3,323",3.8,2.7,3.1
  ,  ,,,,,,,,,
5231X ,Commodity Contracts Dealing and Brokerage8 ,Brokering and dealing products - Derivative contracts ,All Establishments ,Employer Firms ,"1,785","2,359","2,003",7.3,6,6.8
51222,Integrated Record Production/Distribution ,All other operating revenue ,All Establishments ,Employer Firms ,D,865,869,D,5.1,4.8
  ,  ,,,,,,,,,
51111,Newspaper Publishers ,All other operating revenue ,All Establishments ,Employer Firms ,"2,604","2,323","2,323",9.6,9.9,9.2
6239,Other Residential Care Facilities ,Investment and property income ,All Establishments ,Employer Firms ,212,203,225,7.1,5.1,6.5
5171,Wired Telecommunications Carriers2 ,Rental and reselling services for program distribution equipment ,All Establishments ,Employer Firms ,"10,933","8,797","7,602",0.6,0.5,0.8
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ",Other patient care revenue ,All Establishments ,Employer Firms ,"4,621","4,260","4,109",7,5.4,4.8
54182,Public Relations Agencies ,Event management ,All Establishments ,Employer Firms ,S,S,474,S,S,21.5
518,"Data Processing, Hosting, and Related Services5 ","Data processing, information technology (IT) infrastructure provisioning, and hosting services ",All Establishments ,Employer Firms ,"61,604","56,734","53,108",4,3.9,3.7
561599,All Other Travel Arrangement and Reservation Services ,Commissions or fees from computerized reservation systems ,All Establishments ,Employer Firms ,"1,713","1,668","1,629",5,4.1,4.5
483,Water Transportation ,Cruises ,All Establishments ,Employer Firms ,"15,329","14,812","14,422",0.1,0.3,0.3
622,Hospitals ,"Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"350,140","332,137","318,628",2.4,2.2,2.3
5174,Satellite Telecommunications ,Total operating revenue ,All Establishments ,Employer Firms ,"5,525","5,395","5,296",3.6,3.7,3.1
517911,Telecommunications Resellers4 ,Carrier services ,All Establishments ,Employer Firms ,"2,653","2,525","2,499",5.9,5.9,5.6
5174,Satellite Telecommunications ,All other operating revenue ,All Establishments ,Employer Firms ,"2,060","2,147",S,3.8,5.5,S
54181,Advertising Agencies ,Direct marketing ,All Establishments ,Employer Firms ,"1,872","1,528","1,250",29.4,22.2,16.4
517911,Telecommunications Resellers4 ,Carrier services ,All Establishments ,Employer Firms ,"2,653","2,525","2,499",5.9,5.9,5.6
517911,Telecommunications Resellers4 ,Mobile telephony ,All Establishments ,Employer Firms ,"2,045","1,894",S,18.1,16.1,S
62141,Outpatient Care Centers ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,334,317,330,3.6,2.9,2.8
62141,Outpatient Care Centers ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,424,380,370,8.3,8.2,7.8
621492,Kidney Dialysis Centers ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,97,103,101,3.2,3.2,2.3
5121x ,Motion Picture and Video Production and Distribution1 ,Total operating revenue ,All Establishments ,Employer Firms ,"66,235","63,840","62,567",2.6,1.7,1.8
486,Pipeline Transportation ,Transportation of bulk crude oil by pipeline ,All Establishments ,Employer Firms ,"5,485","4,938","4,511",Z,Z,Z
6233,Community Care Facilities for the Elderly ,Total operating revenue ,All Establishments ,Employer Firms ,"51,346","49,022","46,594",1.9,1.6,1.4
6219,Other Ambulatory Health Care Services ,All other non-patient care revenue ,All Establishments ,Employer Firms ,"4,627","4,868","4,590",3.4,2.3,2.2
6239,Other Residential Care Facilities ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,S,26,S,S,29.2,S
6215,Medical and Diagnostic Laboratories ,Hospitals ,All Establishments ,Employer Firms ,"4,184","4,223","4,027",7.2,6.3,6.7
485,Transit and Ground Passenger Transportation ,Total operating revenue ,All Establishments ,Employer Firms ,"29,971","28,256","27,020",2.3,2,1.5
54161,Management Consulting Services10 ,All other operating revenue ,All Establishments ,Employer Firms ,"18,549","19,103","18,316",5.9,4.9,4.1
6215,Medical and Diagnostic Laboratories ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"20,061","20,361","19,908",2.5,2.2,2.1
561599,All Other Travel Arrangement and Reservation Services ,Commissions or fees from packaged tours ,All Establishments ,Employer Firms ,191,179,168,10.6,14.5,14
2213,"Water, Sewage and Other Systems ",All other operating revenue ,All Establishments ,Employer Firms ,"2,170","2,258","2,132",7.3,6.9,7.1
56151,Travel Agencies ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,"1,136","1,139","1,057",15.9,16.4,12.4
6231,Nursing Care Facilities (Skilled Nursing Facilities)11 ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,"1,474","1,295","1,262",5.2,6.3,6.3
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ",All other non-patient care revenue ,All Establishments ,Employer Firms ,503,571,503,12.2,11.9,12.8
712,"Museums, Historical Sites, and Similar Institutions ","Contributions, gifts and grants received ",Establishments exempt from federal income tax ,Employer Firms ,"5,217","4,887","4,893",4.5,5,4
483,Water Transportation ,All other operating revenue ,All Establishments ,Employer Firms ,"1,662","1,431","1,445",5.4,5.5,5
51113,Book Publishers ,"Books - professional, technical, and scholarly books ",All Establishments ,Employer Firms ,"4,417","4,246","4,365",3.8,4.5,4.4
51223,Music Publishers ,Sale of recordings ,All Establishments ,Employer Firms ,143,153,123,6.4,4.9,4.7
5171,Wired Telecommunications Carriers2 ,Fixed services - Fixed long-distance telephony ,All Establishments ,Employer Firms ,"19,743","21,383","20,826",1,0.5,0.7
56151,Travel Agencies ,"Commissions or fees from airline seats, domestic destinations ",All Establishments ,Employer Firms ,"1,447","1,429","1,415",7.8,7.9,8.2
517911,Telecommunications Resellers4 ,Carrier services ,All Establishments ,Employer Firms ,"2,653","2,525","2,499",5.9,5.9,5.6
6116,Other Schools and Instruction ,All other operating revenue ,All Establishments ,Employer Firms ,"6,804","5,871","5,503",5,4.5,4.4
54181,Advertising Agencies ,Direct marketing ,All Establishments ,Employer Firms ,"1,872","1,528","1,250",29.4,22.2,16.4
5417,Scientific Research and Development Services ,Basic and applied research in engineering and technology ,Establishments exempt from federal income tax ,Employer Firms ,"8,399","8,735","8,152",3.9,3.3,3.3
62131,Offices of Chiropractors ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"3,429","3,146","3,041",2.9,2.4,2.3
2211,"Electric Power Generation, Transmission and Distribution ",Sales of energy and resources - Natural gas distribution ,All Establishments ,Employer Firms ,"4,944","5,935","5,616",3.5,3.4,3.7
621399,Offices of All Other Miscellaneous Health Practitioners ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"1,026",916,856,6.7,7.7,7.1
6,"Includes 2002 NAICS 516 (Internet Publishing and Broadcasting) and 2002 NAICS 518112 (Web Search Portals).  Historical data, 2010 and prior, have been restated to reflect comparable data on the 2007 NAICS basis. ",,,,,,,,,
6114,Business Schools and Computer and Management Training ,All other operating revenue ,All Establishments ,Employer Firms ,"1,799","1,740","1,566",12.7,12.6,11.6
  ,  ,,,,,,,,,
51224,Sound Recording Studios ,Total operating revenue ,All Establishments ,Employer Firms ,895,866,839,4.1,4.7,5
5621,Waste Collection ,All other operating revenue ,All Establishments ,Employer Firms ,"3,607","4,228","3,828",10.5,13.5,14
