NAICS,NAICS Description,Item,Tax Status,Employer Status,2012 Revenue,2011 Revenue,2010 Revenue,2012 Coefficient of Variation,2011 Coefficient of Variation,2010 Coefficient of Variation
51223,Music Publishers ,Licensing revenue - Licensing of rights to use musical recordings ,All Establishments ,Employer Firms ,39,34,17,13.2,13.7,15.5
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services ",All other operating revenue ,All Establishments ,Employer Firms ,"10,756","10,347","9,923",11.6,11.2,11.8
62133,"Offices of Mental Health Practitioners, (except Physicians) ","Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,297,309,294,9.3,8.6,8.9
5621,Waste Collection ,Total operating revenue ,All Establishments ,Employer Firms ,"42,370","42,567","41,373",3.7,3,3.2
54131,Architectural Services ,Interior design services ,All Establishments ,Employer Firms ,"2,314","2,021","1,968",14,14.6,13.9
6232,"Residential Intellectual and Developmental Disability, Mental Health and Substance Abuse Facilities11 ","Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"25,211","24,603","24,106",2.1,1.8,1.6
S ,"Estimate does not meet publication standards because of high sampling variability (coefficient of variation is greater than 30%) or poor response quality (total quantity response rate is less than 50%) or other concerns about the estimate's quality.  Unpublished estimates derived from this table by subtraction are subject to these same limitations and should not be attributed to the U.S. Census Bureau.  For a description of publication standards and the total quantity response rate, see http://www.census.gov/quality/standards/standardf1.html. ",,,,,,,,,
51219,Postproduction Services and Other Motion Picture and Video Industries ,Total operating revenue ,All Establishments ,Employer Firms ,"5,415","5,590","5,310",3.8,3.9,3.8
54133,Engineering Services ,Total operating revenue ,All Establishments ,Employer Firms ,"175,434","177,708","172,403",10,9.1,10.2
5231Y ,Investment Banking and Securities Dealing and Brokerage7 ,Securities origination products ,All Establishments ,Employer Firms ,"33,842","31,843","31,522",2.4,2.5,2.7
51114,Directory and Mailing List Publishers ,"Directories, databases, and other collections of information - Advertising space ",All Establishments ,Employer Firms ,"9,323","10,064","10,401",2.5,2.3,2.3
51919,All Other Information Services ,Information search and retrieval services ,All Establishments ,Employer Firms ,"2,048","1,917","1,971",4.9,4.8,4.8
621391,Offices of Podiatrists ,All other non-patient care revenue ,All Establishments ,Employer Firms ,51,S,S,22.4,S,S
621493,Freestanding Ambulatory Surgical and Emergency Centers ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"12,665","11,573","10,824",4,2.3,2.2
  ,  ,,,,,,,,,
6216,Home Health Care Services ,"Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"47,159","44,248","42,310",4.8,3.7,4
51112,Periodical Publishers ,Sale or licensing of rights to content ,All Establishments ,Employer Firms ,506,482,475,13.4,15.2,15.3
5121x ,Motion Picture and Video Production and Distribution1 ,Contract production of audiovisual works ,All Establishments ,Employer Firms ,"6,283","5,764","5,289",9.7,5.7,5.7
522,Credit Intermediation and Related Activities ,Credit card income from consumers ,All Establishments ,Employer Firms ,"76,784","95,923","106,588",1,0.7,0.7
54111,Offices of Lawyers ,All other non-operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,105,74,69,22.5,13.9,15.7
6114,Business Schools and Computer and Management Training ,All other operating revenue ,All Establishments ,Employer Firms ,"1,799","1,740","1,566",12.7,12.6,11.6
515112,Radio Stations ,All other operating revenue ,All Establishments ,Employer Firms ,"1,461","1,277","1,212",2.9,4.5,4.5
621493,Freestanding Ambulatory Surgical and Emergency Centers ,All other non-patient care revenue ,All Establishments ,Employer Firms ,664,S,S,10.5,S,S
621491,Other Outpatient Care Centers ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,6,4,4,1.2,1.2,1.2
5172,Wireless Telecommunications Carriers (except Satellite)3 ,Mobile telephony ,All Establishments ,Employer Firms ,"54,472","56,179","56,418",1.6,0.9,0.8
481,Air Transportation ,"International, scheduled freight transportation by air ",All Establishments ,Employer Firms ,"8,095","7,347","6,402",11.7,7.7,6.8
54133,Engineering Services ,"Commercial, public, and institutional engineering projects ",All Establishments ,Employer Firms ,"13,718","12,054","10,611",21.6,21.8,20
5239X ,Portfolio Management and Investment Advice9 ,Brokering and dealing products - Equities ,All Establishments ,Employer Firms ,"5,116","4,962","4,876",5.9,7.3,5.7
483,Water Transportation ,Total operating revenue ,All Establishments ,Employer Firms ,"37,630","36,560","34,836",0.7,0.6,0.5
51913,Internet Publishing and Broadcasting and Web Search Portals6 ,Licensing of rights to use intellectual property ,All Establishments ,Employer Firms ,"1,814","1,768","1,160",3.6,3.3,3.5
56299,All Other Waste Management Services ,Sale or brokerage of nonhazardous recyclable material ,All Establishments ,Employer Firms ,151,173,42,16.8,8.3,15.4
71311,Amusement and Theme Parks ,All other operating revenue ,Establishments subject to federal income tax ,Employer Firms ,"5,602","5,265","4,999",1.3,1.3,0.8
6117,Educational Support Services ,"Occupational, technical, and trade; professional development; and management training programs and courses ",All Establishments ,Employer Firms ,"10,697","10,191","9,510",2.8,2.9,2.7
6233,Community Care Facilities for the Elderly ,Total operating revenue ,All Establishments ,Employer Firms ,"51,346","49,022","46,594",1.9,1.6,1.4
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services ",Taxation planning and consulting services ,All Establishments ,Employer Firms ,"6,698","6,765","6,478",8.9,7.7,6.1
51919,All Other Information Services ,Information services ,All Establishments ,Employer Firms ,350,281,272,9.7,9.6,7.7
5415,Computer Systems Design and Related Services ,IT infrastructure and network management ,All Establishments ,Employer Firms ,"46,602","44,512","41,601",2.2,4.1,4.2
5417,Scientific Research and Development Services ,Production services for development ,Establishments subject to federal income tax ,Employer Firms ,"3,556","2,869","2,470",14.6,27.5,15.4
5231X ,Commodity Contracts Dealing and Brokerage8 ,All other operating revenue ,All Establishments ,Employer Firms ,"6,278","6,235","5,725",3.9,3.4,4.1
62132,Offices of Optometrists ,Other patient care revenue ,All Establishments ,Employer Firms ,858,832,781,11.8,8.3,8.6
561599,All Other Travel Arrangement and Reservation Services ,Commissions or fees from computerized reservation systems ,All Establishments ,Employer Firms ,"1,713","1,668","1,629",5,4.1,4.5
7111,Performing Arts Companies ,Total operating revenue ,Establishments subject to federal income tax ,Employer Firms ,"11,022","11,334","10,327",5.6,5.5,4.6
6212,Offices of Dentists ,All other non-patient care revenue ,All Establishments ,Employer Firms ,"1,128",S,S,29.8,S,S
51114,Directory and Mailing List Publishers ,Rental or sale of mailing lists ,All Establishments ,Employer Firms ,S,118,127,S,29.4,26.4
5174,Satellite Telecommunications ,Carrier services ,All Establishments ,Employer Firms ,"1,622","1,519","1,418",5.4,4.6,5.1
5172,Wireless Telecommunications Carriers (except Satellite)3 ,Internet access services ,All Establishments ,Employer Firms ,"56,084",S,S,3.6,S,S
515111,Radio Networks ,National/regional/local air time ,All Establishments ,Employer Firms ,"1,135","1,049","1,118",4.1,4.8,4.1
481,Air Transportation ,"International, non-scheduled passenger by air ",All Establishments ,Employer Firms ,"2,775","2,450","2,630",3.5,3.9,6.1
51113,Book Publishers ,Books - adult trade books ,All Establishments ,Employer Firms ,"6,637","7,024","7,075",3.2,3.4,3.2
712,"Museums, Historical Sites, and Similar Institutions ",Investment and property income ,Establishments exempt from federal income tax ,Employer Firms ,760,907,822,5.9,5.9,7.9
51114,Directory and Mailing List Publishers ,"Directories, databases, and other collections of information - Subscriptions and sales ",All Establishments ,Employer Firms ,"2,295","2,313","2,337",3.7,3.3,3.3
51224,Sound Recording Studios ,Studio recording ,All Establishments ,Employer Firms ,614,613,605,5.7,6,5.8
5112,Software Publishers ,Application software publishing - General business productivity and home use applications ,All Establishments ,Employer Firms ,"28,039","27,990","25,731",6.6,6.2,4.8
5112,Software Publishers ,All other operating revenue ,All Establishments ,Employer Firms ,"34,759",S,"29,234",3.6,S,3.6
62141,Outpatient Care Centers ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,602,567,542,4.4,5,4.4
624,Social Assistance ,Total revenue ,All Establishments ,Employer Firms ,"151,938","149,927","146,081",1.6,1.3,0.9
62133,"Offices of Mental Health Practitioners, (except Physicians) ",Other patient care revenue ,All Establishments ,Employer Firms ,607,582,541,7.3,8.2,8.6
518,"Data Processing, Hosting, and Related Services5 ",Information technology (IT) technical support services ,All Establishments ,Employer Firms ,"3,138","2,853","2,607",11.7,10.1,8.5
621399,Offices of All Other Miscellaneous Health Practitioners ,All other non-patient care revenue ,All Establishments ,Employer Firms ,395,237,215,12.2,14.2,13.1
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations12 ","Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,"84,787","83,219","77,761",2.5,2.4,2.4
54182,Public Relations Agencies ,Total operating revenue ,All Establishments ,Employer Firms ,"10,931","10,285","10,004",3.9,3.9,3.3
51112,Periodical Publishers ,Total operating revenue ,All Establishments ,Employer Firms ,"38,949","38,462","38,395",4.3,3.2,2.5
56152,Tour Operators ,Total operating revenue ,All Establishments ,Employer Firms ,"5,665","5,382","5,283",4.5,4.7,4.9
622,Hospitals ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"38,171","34,597","32,915",3.6,3.5,3.6
5231Y ,Investment Banking and Securities Dealing and Brokerage7 ,Trading debt instruments on own account - Net gains (losses) ,All Establishments ,Employer Firms ,"4,488","2,704","3,373",5.2,8.1,4.6
54186,Direct Mail Advertising ,Other direct mail advertising services ,All Establishments ,Employer Firms ,342,375,376,13.3,11.2,12.1
483,Water Transportation ,All other operating revenue ,All Establishments ,Employer Firms ,"1,662","1,431","1,445",5.4,5.5,5
5121x ,Motion Picture and Video Production and Distribution1 ,Merchandise licensing ,All Establishments ,Employer Firms ,837,769,546,5.5,3.5,3.7
5152,Cable and Other Subscription Programming ,Advertising and program revenue - Licensing of rights to broadcast specialty programming protected by copyright ,All Establishments ,Employer Firms ,"36,764","33,821","31,354",0.7,0.7,0.7
6233,Community Care Facilities for the Elderly ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,553,512,503,11.1,9.9,9.8
  ,  ,,,,,,,,,
6215,Medical and Diagnostic Laboratories ,"Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"10,150","10,433","9,873",2.5,1.9,1.9
51213,Motion Picture and Video Exhibition ,Advertising services ,All Establishments ,Employer Firms ,190,165,154,10.2,5,2.7
5112,Software Publishers ,Total operating revenue ,All Establishments ,Employer Firms ,"161,744","156,806","145,425",1.9,1.7,1.6
54133,Engineering Services ,Transportation infrastructure engineering projects ,All Establishments ,Employer Firms ,"14,191","14,521","15,372",15.4,14.4,16.2
2212,Natural Gas Distribution ,Sales of energy and resources - Water ,All Establishments ,Employer Firms ,D,ZZ,ZZ,D,NA,NA
