NAICS,NAICS Description,Item,Tax Status,Employer Status,2012 Revenue,2011 Revenue,2010 Revenue,2012 Coefficient of Variation,2011 Coefficient of Variation,2010 Coefficient of Variation
2211,"Electric Power Generation, Transmission and Distribution ",All other operating revenue ,All Establishments ,Employer Firms ,"8,062","8,612","6,646",7.9,7.3,6.4
56299,All Other Waste Management Services ,Other waste management services ,All Establishments ,Employer Firms ,"3,235","2,651","2,418",5.6,5.2,5.1
NA ,Not available. ,,,,,,,,,
621491,Other Outpatient Care Centers ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,S,S,ZZ,S,S,3.1
54133,Engineering Services ,Transportation infrastructure engineering projects ,All Establishments ,Employer Firms ,"14,191","14,521","15,372",15.4,14.4,16.2
5112,Software Publishers ,System software publishing - Other systems software ,All Establishments ,Employer Firms ,"3,527","3,507","3,766",2.7,11.1,10.9
56151,Travel Agencies ,Commissions or fees from automobile clubs and road and travel service ,All Establishments ,Employer Firms ,573,609,573,10.3,10,10.3
561599,All Other Travel Arrangement and Reservation Services ,Commissions or fees from event tickets ,All Establishments ,Employer Firms ,"3,958",S,S,13,S,S
51112,Periodical Publishers ,Periodicals - subscriptions & sales ,All Establishments ,Employer Firms ,"14,027","12,790","12,608",7.5,7.4,5.9
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ","Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"8,311","8,083","7,930",4.4,3.9,3.3
5415,Computer Systems Design and Related Services ,"Computer systems design, development, and integration ",All Establishments ,Employer Firms ,"39,149","36,178","34,659",5.7,4.9,5
56151,Travel Agencies ,All other operating revenue ,All Establishments ,Employer Firms ,"2,324","2,373","2,221",8.7,8.7,7.2
621492,Kidney Dialysis Centers ,Total operating revenue ,All Establishments ,Employer Firms ,"18,900","17,270","16,447",3.1,2.8,2.3
621399,Offices of All Other Miscellaneous Health Practitioners ,Investment and property income ,All Establishments ,Employer Firms ,S,S,6,S,S,25.1
