NAICS,NAICS Description,Item,Tax Status,Employer Status,2012 Revenue,2011 Revenue,2010 Revenue,2012 Coefficient of Variation,2011 Coefficient of Variation,2010 Coefficient of Variation
712,"Museums, Historical Sites, and Similar Institutions ",All other non-operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,"1,460","1,315","1,533",5.3,11.5,5.9
621391,Offices of Podiatrists ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,40,39,38,18.5,25.5,25.4
5621,Waste Collection ,Residential nonhazardous waste and recyclable material collection services ,All Establishments ,Employer Firms ,"16,639","16,626","15,805",5,5.1,5.1
621399,Offices of All Other Miscellaneous Health Practitioners ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,S,S,S,S,S,S
54133,Engineering Services ,Surveying and mapping services ,All Establishments ,Employer Firms ,"1,560","1,676","2,116",20.6,22.8,23.9
624,Social Assistance ,Program service ,All Establishments ,Employer Firms ,"83,133","80,836","78,170",3.4,3.1,2.5
51213,Motion Picture and Video Exhibition ,Rental of retail space (concessionaire space in movie theaters) ,All Establishments ,Employer Firms ,70,62,61,10.5,8.9,9.8
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations12 ",Total revenue ,All Establishments ,Employer Firms ,"181,359","172,321","170,069",1.7,1.7,1.6
711212,Racetracks ,Admissions revenue (excluding admissions taxes) ,Establishments subject to federal income tax ,Employer Firms ,737,722,775,9.7,8.7,8.2
NA ,Not available. ,,,,,,,,,
5112,Software Publishers ,All other operating revenue ,All Establishments ,Employer Firms ,"34,759",S,"29,234",3.6,S,3.6
51224,Sound Recording Studios ,Sound recording studio rental and leasing ,All Establishments ,Employer Firms ,51,48,50,20.2,17.9,16.4
62132,Offices of Optometrists ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"4,447","4,310","4,161",3.2,2.3,1.8
2212,Natural Gas Distribution ,Sales of energy and resources - Electricity generation and distribution ,All Establishments ,Employer Firms ,"1,171","1,126","1,427",6.3,3.3,0.9
54133,Engineering Services ,Other engineering projects ,All Establishments ,Employer Firms ,"19,848","19,489","19,266",26.7,28.1,23.6
5171,Wired Telecommunications Carriers2 ,Fixed services - Fixed local telephony ,All Establishments ,Employer Firms ,"39,272","41,973","45,650",0.9,0.8,0.7
56151,Travel Agencies ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,"1,136","1,139","1,057",15.9,16.4,12.4
51222,Integrated Record Production/Distribution ,Licensing revenue - Licensing of rights to use musical recordings ,All Establishments ,Employer Firms ,D,668,791,D,1,0.9
622,Hospitals ,All other non-patient care revenue ,All Establishments ,Employer Firms ,"35,887","31,513","29,165",4.8,5.1,4.3
7111,Performing Arts Companies ,All other operating revenue ,Establishments subject to federal income tax ,Employer Firms ,"2,753","2,651","2,433",5.4,6.1,5.4
6219,Other Ambulatory Health Care Services ,Total operating revenue ,All Establishments ,Employer Firms ,"31,969","31,454","30,021",1.6,1.6,1.3
5231Y ,Investment Banking and Securities Dealing and Brokerage7 ,Financial planning and investment management services for businesses and governments ,All Establishments ,Employer Firms ,"9,929","10,975","11,617",3.5,2.7,4
624,Social Assistance ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,"59,765","60,267","59,366",2,2.1,2.1
56152,Tour Operators ,Customized group tours - Domestic travel ,All Establishments ,Employer Firms ,"1,106","1,000",851,12.4,11.7,8.1
5622,Waste Treatment and Disposal ,Hazardous waste treatment and disposal services ,All Establishments ,Employer Firms ,"5,723","6,032","5,607",5.3,4.6,4.4
6212,Offices of Dentists ,Investment and property income ,All Establishments ,Employer Firms ,S,S,S,S,S,S
54111,Offices of Lawyers ,Program service ,Establishments exempt from federal income tax ,Employer Firms ,727,685,704,21.3,19,17.6
56299,All Other Waste Management Services ,"Nonhazardous waste and recyclable material consolidation, storage, and preparation services ",All Establishments ,Employer Firms ,S,319,264,S,9.4,10.3
2,"Includes 2002 NAICS 5171 (Wired Telecommunications Carriers), 2002 NAICS 5175 (Cable and Other Program Distribution), and a portion of 2002 NAICS 518111 (Internet Service Providers).  Historical data, 2010 and prior, have been restated to reflect comparable data on the 2007 NAICS basis.",,,,,,,,,
54182,Public Relations Agencies ,All other operating revenue ,All Establishments ,Employer Firms ,775,709,602,12.7,9.9,13.1
561599,All Other Travel Arrangement and Reservation Services ,Commissions or fees from trip planning ,All Establishments ,Employer Firms ,"1,586","1,633","1,538",24.9,21.5,20
51223,Music Publishers ,Print music ,All Establishments ,Employer Firms ,266,281,267,3,3.2,3.2
54182,Public Relations Agencies ,Lobbying ,All Establishments ,Employer Firms ,"1,507","1,392","1,458",6.9,7.5,7
5112,Software Publishers ,Information technology technical consulting services ,All Establishments ,Employer Firms ,"5,563","5,915","5,128",14.3,11.3,10.1
5112,Software Publishers ,Custom application design and development ,All Establishments ,Employer Firms ,"5,670","4,385","3,989",6,8.5,8.9
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, domestic destinations ",All Establishments ,Employer Firms ,185,198,249,4.7,4.8,4.9
54133,Engineering Services ,Industrial and manufacturing engineering projects ,All Establishments ,Employer Firms ,"33,288","31,502","26,971",8.4,11.1,12.4
522,Credit Intermediation and Related Activities ,Total operating revenue ,All Establishments ,Employer Firms ,"1,032,590","1,048,400","1,120,199",1.7,1.4,1.4
5417,Scientific Research and Development Services ,"Contributions, gifts, and grants received ",Establishments exempt from federal income tax ,Employer Firms ,"10,647","10,313","9,712",3.2,3,2.6
6232,"Residential Intellectual and Developmental Disability, Mental Health and Substance Abuse Facilities11 ",All other non-patient care revenue ,All Establishments ,Employer Firms ,716,649,664,7,10,10.1
5415,Computer Systems Design and Related Services ,IT technical support ,All Establishments ,Employer Firms ,"45,107","44,805","42,199",4.5,3.5,3.3
62133,"Offices of Mental Health Practitioners, (except Physicians) ","Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"3,557","3,213","2,847",5.1,5.1,5
62132,Offices of Optometrists ,"Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"1,768","1,631","1,587",3.3,3.9,3.8
5417,Scientific Research and Development Services ,Original works of intellectual property ,Establishments exempt from federal income tax ,Employer Firms ,S,42,41,S,9,17.2
5171,Wired Telecommunications Carriers2 ,Basic programming package ,All Establishments ,Employer Firms ,"60,290","56,480","54,901",0.9,0.7,0.6
6216,Home Health Care Services ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"3,960","3,725","3,410",14.8,13.4,12.5
3,"Includes 2002 NAICS 517211 (Paging), 2002 NAICS 517212 (Cellular and Other Wireless Telecommunications) and a portion of 2002 NAICS 518111 (Internet Service Providers).  Historical data, 2010 and prior, have been restated to reflect comparable data on the 2007 NAICS basis. ",,,,,,,,,
6231,Nursing Care Facilities (Skilled Nursing Facilities)11 ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"11,659","11,298","11,247",2.8,2.7,2.2
6116,Other Schools and Instruction ,Total operating revenue ,All Establishments ,Employer Firms ,"19,844","18,179","16,931",2.3,2.7,2.5
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services ",Payroll services ,All Establishments ,Employer Firms ,"31,843","27,755","25,975",5.5,5.5,5.8
485,Transit and Ground Passenger Transportation ,Total operating revenue ,All Establishments ,Employer Firms ,"29,971","28,256","27,020",2.3,2,1.5
54182,Public Relations Agencies ,Total operating revenue ,All Establishments ,Employer Firms ,"10,931","10,285","10,004",3.9,3.9,3.3
5121x ,Motion Picture and Video Production and Distribution1 ,"Sale of audiovisual works for the wholesale, retail, and rental markets ",All Establishments ,Employer Firms ,"11,106","11,365","11,121",2.2,2.1,2.1
2212,Natural Gas Distribution ,Sales of energy and resources - Electricity generation and distribution ,All Establishments ,Employer Firms ,"1,171","1,126","1,427",6.3,3.3,0.9
5231X ,Commodity Contracts Dealing and Brokerage8 ,Brokering and dealing products - Derivative contracts ,All Establishments ,Employer Firms ,"1,785","2,359","2,003",7.3,6,6.8
62141,Outpatient Care Centers ,All other non-patient care revenue ,All Establishments ,Employer Firms ,53,50,47,14.7,8.8,11.6
56151,Travel Agencies ,All other operating revenue ,All Establishments ,Employer Firms ,"2,324","2,373","2,221",8.7,8.7,7.2
  ,  ,,,,,,,,,
56292,Material Recovery Facilities ,Total operating revenue ,All Establishments ,Employer Firms ,"5,068","5,842","4,854",5.3,5.1,5
Z ,Absolute value is less than 0.05 ,,,,,,,,,
6211,Offices of Physicians ,Total operating revenue ,All Establishments ,Employer Firms ,"404,254","386,672","372,579",1.4,1.2,0.9
56151,Travel Agencies ,Commissions or fees from cruises ,All Establishments ,Employer Firms ,"1,333","1,244","1,201",14.5,13.4,15.4
51112,Periodical Publishers ,Periodicals - advertising space ,All Establishments ,Employer Firms ,"15,912","16,213","16,076",5.4,4.6,4.5
6231,Nursing Care Facilities (Skilled Nursing Facilities)11 ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"11,659","11,298","11,247",2.8,2.7,2.2
5172,Wireless Telecommunications Carriers (except Satellite)3 ,Total operating revenue ,All Establishments ,Employer Firms ,"220,192","209,613","195,526",0.8,0.7,0.7
5417,Scientific Research and Development Services ,All other operating revenue ,Establishments subject to federal income tax ,Employer Firms ,"38,186","33,406","33,151",7.3,6.5,6
5121x ,Motion Picture and Video Production and Distribution1 ,Total operating revenue ,All Establishments ,Employer Firms ,"66,235","63,840","62,567",2.6,1.7,1.8
518,"Data Processing, Hosting, and Related Services5 ",Information technology (IT) technical support services ,All Establishments ,Employer Firms ,"3,138","2,853","2,607",11.7,10.1,8.5
56292,Material Recovery Facilities ,"Nonhazardous waste and recyclable material consolidation, storage, and preparation services ",All Establishments ,Employer Firms ,"2,590","3,188","2,683",5,5,5.1
6215,Medical and Diagnostic Laboratories ,Non-patient care revenue ,All Establishments ,Employer Firms ,"3,037","2,984","2,685",9.9,9.4,9
5231X ,Commodity Contracts Dealing and Brokerage8 ,Trading foreign currency on own account - Net gains (losses) ,All Establishments ,Employer Firms ,328,271,274,7.6,6.6,6.6
6211,Offices of Physicians ,All other non-patient care revenue ,All Establishments ,Employer Firms ,"19,595","15,992","14,800",6,6.7,5.5
5231Y ,Investment Banking and Securities Dealing and Brokerage7 ,Brokering and dealing products - Derivative contracts ,All Establishments ,Employer Firms ,"20,658","20,161","27,062",2.8,2.6,2.3
518,"Data Processing, Hosting, and Related Services5 ",All other operating revenue ,All Establishments ,Employer Firms ,S,"10,746","9,675",S,5.3,5.4
484,Truck Transportation ,Total operating revenue ,All Establishments ,Employer Firms ,"230,632","215,884","194,616",1.4,1.5,1.4
5417,Scientific Research and Development Services ,Total operating revenue ,Establishments subject to federal income tax ,Employer Firms ,"98,693","93,174","86,086",5.7,5.3,4.8
621493,Freestanding Ambulatory Surgical and Emergency Centers ,All other non-patient care revenue ,All Establishments ,Employer Firms ,664,S,S,10.5,S,S
483,Water Transportation ,All other operating revenue ,All Establishments ,Employer Firms ,"1,662","1,431","1,445",5.4,5.5,5
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations12 ",Total revenue ,All Establishments ,Employer Firms ,"181,359","172,321","170,069",1.7,1.7,1.6
6215,Medical and Diagnostic Laboratories ,"Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"10,150","10,433","9,873",2.5,1.9,1.9
