sp|O60218|AK1BA_HUMAN,gi|223468663|ref|NP_064695.3|,100.00,316,0,0,1,316,1,316,0.0, 654
sp|O60218|AK1BA_HUMAN,gi|119388973|pdb|1ZUA|X,100.00,316,0,0,1,316,2,317,0.0, 654
sp|O60218|AK1BA_HUMAN,gi|3150035|gb|AAC17469.1|,99.68,316,1,0,1,316,1,316,0.0, 653
sp|O60218|AK1BA_HUMAN,gi|30584339|gb|AAP36418.1|,99.68,316,1,0,1,316,1,316,0.0, 652
sp|O60218|AK1BA_HUMAN,gi|60832697|gb|AAX37021.1|,99.68,316,1,0,1,316,1,316,0.0, 652
sp|O60218|AK1BA_HUMAN,gi|114616054|ref|XP_001140450.1|,99.05,316,3,0,1,316,1,316,0.0, 649
sp|O60218|AK1BA_HUMAN,gi|297681560|ref|XP_002818524.1|,99.05,316,3,0,1,316,1,316,0.0, 649
sp|O60218|AK1BA_HUMAN,gi|27436418|gb|AAO13380.1|,98.73,316,4,0,1,316,1,316,0.0, 645
sp|O60218|AK1BA_HUMAN,gi|383413321|gb|AFH29874.1|,97.47,316,8,0,1,316,1,316,0.0, 640
sp|O60218|AK1BA_HUMAN,gi|384943758|gb|AFI35484.1|,97.47,316,8,0,1,316,1,316,0.0, 638
sp|O60218|AK1BA_HUMAN,gi|109068267|ref|XP_001100959.1|,97.15,316,9,0,1,316,1,316,0.0, 638
sp|O60218|AK1BA_HUMAN,gi|109068279|ref|XP_001102064.1|,96.20,316,12,0,1,316,1,316,0.0, 637
sp|O60218|AK1BA_HUMAN,gi|332224512|ref|XP_003261411.1|,97.15,316,9,0,1,316,1,316,0.0, 635
sp|O60218|AK1BA_HUMAN,gi|402913955|ref|XP_003919409.1|,95.89,316,13,0,1,316,1,316,0.0, 633
sp|O60218|AK1BA_HUMAN,gi|402864885|ref|XP_003896672.1|,96.20,316,12,0,1,316,1,316,0.0, 632
sp|O60218|AK1BA_HUMAN,gi|380790225|gb|AFE66988.1|,95.89,316,13,0,1,316,1,316,0.0, 632
sp|O60218|AK1BA_HUMAN,gi|109068275|ref|XP_001101597.1|,95.25,316,15,0,1,316,1,316,0.0, 629
sp|O60218|AK1BA_HUMAN,gi|397484839|ref|XP_003813574.1|,90.46,346,3,2,1,316,1,346,0.0, 629
sp|O60218|AK1BA_HUMAN,gi|109068273|ref|XP_001101418.1|,94.62,316,17,0,1,316,1,316,0.0, 625
sp|O60218|AK1BA_HUMAN,gi|402913957|ref|XP_003919410.1|,94.94,316,16,0,1,316,1,316,0.0, 622
sp|O60218|AK1BA_HUMAN,gi|296210580|ref|XP_002752014.1|,93.35,316,21,0,1,316,1,316,0.0, 619
sp|O60218|AK1BA_HUMAN,gi|109068285|ref|XP_001102522.1|,93.67,316,20,0,1,316,1,316,0.0, 612
sp|O60218|AK1BA_HUMAN,gi|332869598|ref|XP_001140841.2|,91.77,316,26,0,1,316,1,316,0.0, 603
sp|O60218|AK1BA_HUMAN,gi|119604225|gb|EAW83819.1|,91.46,316,27,0,1,316,1,316,0.0, 603
sp|O60218|AK1BA_HUMAN,gi|332224510|ref|XP_003261410.1|,90.22,317,30,1,1,316,1,317,0.0, 590
sp|O60218|AK1BA_HUMAN,gi|51094822|gb|EAL24068.1|,80.11,362,26,2,1,316,1,362,0.0, 579
sp|O60218|AK1BA_HUMAN,gi|389886569|ref|NP_001254517.1|,86.08,316,44,0,1,316,1,316,0.0, 571
sp|O60218|AK1BA_HUMAN,gi|332869600|ref|XP_003318906.1|,91.50,294,25,0,23,316,51,344,0.0, 561
sp|O60218|AK1BA_HUMAN,gi|351709163|gb|EHB12082.1|,84.18,316,50,0,1,316,1,316,0.0, 559
sp|O60218|AK1BA_HUMAN,gi|291291012|ref|NP_001074007.2|,91.16,294,26,0,23,316,51,344,0.0, 559
sp|O60218|AK1BA_HUMAN,gi|348579652|ref|XP_003475593.1|,83.86,316,51,0,1,316,1,316,0.0, 558
sp|O60218|AK1BA_HUMAN,gi|397484673|ref|XP_003813497.1|,90.48,294,28,0,23,316,51,344,0.0, 553
sp|O60218|AK1BA_HUMAN,gi|348579277|ref|XP_003475407.1|,85.11,309,46,0,1,309,1,309,0.0, 550
sp|O60218|AK1BA_HUMAN,gi|119604224|gb|EAW83818.1|,84.81,316,26,1,23,316,51,366,0.0, 547
sp|O60218|AK1BA_HUMAN,gi|350537691|ref|NP_001233680.1|,83.23,316,53,0,1,316,1,316,0.0, 537
sp|O60218|AK1BA_HUMAN,gi|6980756|pdb|1C9W|A,83.17,315,53,0,2,316,1,315,0.0, 534
sp|O60218|AK1BA_HUMAN,gi|344298474|ref|XP_003420917.1|,78.80,316,67,0,1,316,1,316,0.0, 534
sp|O60218|AK1BA_HUMAN,gi|251730607|emb|CAZ67103.1|,83.23,316,53,0,1,316,1,316,0.0, 531
sp|O60218|AK1BA_HUMAN,gi|251730605|emb|CAZ67102.1|,83.23,316,53,0,1,316,1,316,0.0, 530
sp|O60218|AK1BA_HUMAN,gi|13543246|gb|AAH05789.1|,82.59,316,55,0,1,316,1,316,0.0, 529
sp|O60218|AK1BA_HUMAN,gi|71067102|ref|NP_765986.3|,82.91,316,54,0,1,316,1,316,0.0, 528
sp|O60218|AK1BA_HUMAN,gi|6679791|ref|NP_032038.1|,82.28,316,56,0,1,316,1,316,0.0, 527
sp|O60218|AK1BA_HUMAN,gi|22902279|gb|AAH37690.1|,82.91,316,54,0,1,316,1,316,0.0, 526
sp|O60218|AK1BA_HUMAN,gi|26349951|dbj|BAC38615.1|,82.59,316,55,0,1,316,1,316,0.0, 525
sp|O60218|AK1BA_HUMAN,gi|149065228|gb|EDM15304.1|,81.65,316,58,0,1,316,1,316,0.0, 525
sp|O60218|AK1BA_HUMAN,gi|157831118|pdb|1FRB|A,82.22,315,56,0,2,316,1,315,0.0, 525
sp|O60218|AK1BA_HUMAN,gi|61556894|ref|NP_001013102.1|,82.59,316,55,0,1,316,1,316,0.0, 525
sp|O60218|AK1BA_HUMAN,gi|27465603|ref|NP_775159.1|,81.65,316,58,0,1,316,1,316,0.0, 524
sp|O60218|AK1BA_HUMAN,gi|160415215|ref|NP_033861.2|,79.75,316,64,0,1,316,1,316,0.0, 515
sp|O60218|AK1BA_HUMAN,gi|199898|gb|AAA39773.1|,79.75,316,64,0,1,316,1,316,0.0, 515
sp|O60218|AK1BA_HUMAN,gi|354502024|ref|XP_003513087.1|,79.43,316,65,0,1,316,1,316,0.0, 514
sp|O60218|AK1BA_HUMAN,gi|74189164|dbj|BAE28129.1|,79.43,316,65,0,1,316,1,316,0.0, 514
sp|O60218|AK1BA_HUMAN,gi|327165085|dbj|BAK08886.1|,79.43,316,65,0,1,316,1,316,3e-180, 512
sp|O60218|AK1BA_HUMAN,gi|354502028|ref|XP_003513089.1|,79.75,316,64,0,1,316,1,316,5e-180, 511
sp|O60218|AK1BA_HUMAN,gi|395837587|ref|XP_003791712.1|,87.32,276,35,0,1,276,1,276,4e-178, 513
sp|O60218|AK1BA_HUMAN,gi|351709164|gb|EHB12083.1|,82.82,291,50,0,26,316,222,512,2e-177, 512
sp|O60218|AK1BA_HUMAN,gi|378792090|pdb|3QKZ|A,78.48,316,68,0,1,316,1,316,6e-177, 503
sp|O60218|AK1BA_HUMAN,gi|148540194|ref|NP_446233.2|,78.16,316,69,0,1,316,1,316,7e-176, 501
sp|O60218|AK1BA_HUMAN,gi|5917775|gb|AAD56034.1|AF182168_1,77.85,316,70,0,1,316,1,316,4e-175, 499
sp|O60218|AK1BA_HUMAN,gi|50729038|ref|XP_416400.1|,76.58,316,74,0,1,316,1,316,2e-173, 494
sp|O60218|AK1BA_HUMAN,gi|326912355|ref|XP_003202518.1|,76.58,316,74,0,1,316,1,316,2e-173, 494
sp|O60218|AK1BA_HUMAN,gi|297289361|ref|XP_001102376.2|,88.00,275,7,1,1,275,1,249,2e-171, 487
sp|O60218|AK1BA_HUMAN,gi|224096337|ref|XP_002197233.1|,76.27,316,75,0,1,316,1,316,8e-171, 488
sp|O60218|AK1BA_HUMAN,gi|296488242|gb|DAA30355.1|,78.48,316,62,2,1,316,1,310,1e-170, 487
sp|O60218|AK1BA_HUMAN,gi|156120823|ref|NP_001095558.1|,78.16,316,63,2,1,316,1,310,1e-169, 484
